ID,url,exclamation_count,words_to_avoid_count,smart_words_count,h1_count,h2_count, div_count,iframe_count,a_count,img_count,p_count,span_count,button_count,input_count,form_count,script_count,meta_count,link_count,style_count,text_longer_than_50_characters_count,text_longer_than_100_characters_count,text_longer_than_150_characters_count,text_longer_than_200_characters_count,http_references,https_references,total_code_length,ylt_DOMelementsCount,ylt_DOMelementMaxDepth,ylt_scriptDuration,ylt_jsErrors,ylt_cssColors,ylt_cssDuplicatedProperties,ylt_totalWeight,ylt_domains,ylt_compression,ylt_totalRequests,ylt_heavyFonts,ylt_global_score,ylt_badJavascript_score,ylt_jQuery_score,ylt_serverConfig_score
42,https://www.usmagazine.com/stylish/news/jamie-lee-curtis-honors-late-mom-in-psycho-costume-for-halloween-kills-premiere/,27,17,19,1,0,367,5,134,42,215,53,24,0,55,35,31,6,10255,6177,4000,3827,0,153,366489,51,1184,16,1481,0,142,47,1444855,14,312241,64,0,74,99,100,95
43,https://www.nytimes.com/2021/10/14/world/europe/norway-bow-and-arrow-attack.html,4,3,3,1,2,137,9,58,1,42,13,5,1,82,74,22,12,3063,2576,2121,1940,1,53,424976,20,582,0,4266,0,183,44,3209191,40,636076,142,0,34,73,100,57
44,https://www.nytimes.com/2021/10/13/us/politics/jeffrey-clark-subpoena.html,5,2,1,1,2,137,9,60,1,41,13,5,1,79,79,22,12,3354,2773,2418,2254,1,55,373469,20,567,0,3569,0,182,44,3068810,41,633850,137,0,36,73,100,60
45,https://www.nytimes.com/live/2021/10/14/business/news-business-stock-market,10,71,24,1,10,307,5,110,2,109,36,1,0,84,53,21,59,22322,19334,15620,13204,1,98,1016381,106,1111,27,1971,0,132,51,7390861,35,292689,141,0,40,97,100,57
46,https://www.nytimes.com/2021/10/13/movies/selma-blair-documentary-multiple-sclerosis.html,4,7,2,1,2,142,8,55,2,47,15,5,1,83,77,24,41,3200,2712,2256,2256,1,53,683489,21,542,0,1256,0,124,37,3288851,38,550401,118,0,61,97,100,68
47,https://www.nytimes.com/2021/10/14/world/asia/taiwan-apartment-fire.html,5,2,2,1,2,181,8,66,3,54,21,6,1,85,73,25,59,3158,2676,2362,2180,1,64,652572,21,664,0,1643,0,188,44,4240470,40,535899,153,0,37,73,100,52
48,https://www.nytimes.com/2021/10/13/sports/football/jon-gruden-nfl-endorsements.html,5,5,2,1,1,139,9,59,8,38,10,5,1,83,79,22,12,3601,3086,2736,2554,2,58,390228,20,558,0,1712,0,125,41,9496818,48,553639,145,0,27,84,100,53
49,https://www.nytimes.com/article/uk-northern-ireland-protocol-eu.html,7,38,5,1,8,187,12,53,2,39,13,5,1,72,66,22,6,7986,7193,6585,4481,1,51,443379,38,687,0,1885,0,174,47,3730968,42,836563,160,0,30,72,100,59
50,https://www.nytimes.com/2021/10/13/climate/biden-offshore-wind-farms.html,5,2,2,1,2,138,9,58,2,41,13,5,1,82,78,22,12,3308,2809,2712,2556,1,53,346095,20,384,1,1412,0,182,44,3030395,42,518473,146,0,44,73,100,55
51,https://www.nytimes.com/2021/10/13/upshot/of-four-family-policies-in-democrats-bill-which-is-most-important.html,7,0,1,1,2,142,9,71,2,56,13,5,1,86,82,24,13,2953,2649,2322,1940,1,67,518198,20,623,0,1471,0,189,53,3552485,41,629573,150,0,39,73,100,60
52,https://www.nytimes.com/2021/10/14/opinion/covid-human-challenge-trial.html,7,4,1,1,1,132,9,57,1,36,10,5,1,83,78,24,12,2893,2541,2541,2541,1,57,399074,21,362,1,1362,0,190,50,3241571,38,518804,133,0,42,73,100,60
53,https://www.nytimes.com/2021/10/13/business/social-security-cola.html,4,1,1,1,1,129,8,57,1,37,10,5,1,82,77,22,12,2906,2421,1940,1940,1,56,396967,20,555,0,1703,0,122,44,9835767,46,605892,140,0,28,84,100,59
54,https://www.nytimes.com/2021/10/13/business/economy/september-2021-cpi-inflation.html,4,1,2,1,2,144,10,60,2,41,13,5,1,88,78,24,13,3281,2867,2770,2423,2,57,465232,22,592,0,1651,0,197,57,3627818,42,620706,154,0,34,73,100,53
55,https://www.nytimes.com/live/2021/10/14/world/covid-delta-variant-vaccine,34,148,17,1,26,796,6,238,13,280,90,4,0,95,53,58,61,56349,47044,39705,30211,3,243,2337248,262,1892,1,1847,0,150,48,7258516,35,460761,208,0,20,98,100,47
56,https://www.nytimes.com/2021/10/13/us/black-americans-vaccine-tuskegee.html,5,2,1,1,2,162,9,65,1,59,17,5,1,87,78,24,42,3127,2656,2559,2196,1,61,645334,20,473,1,1536,0,189,50,3342670,39,542268,146,0,41,73,100,59
57,https://www.nytimes.com/2021/10/12/sports/hockey/nhl-ovechkin-capitals-gretzky-goals.html,6,1,2,1,1,130,9,54,2,36,10,5,1,80,73,20,12,2879,2537,2311,2152,1,51,399903,21,555,0,1584,0,125,40,8927392,48,551797,147,0,31,84,100,53
58,https://www.wsj.com/articles/gas-shortage-forces-power-plants-to-switch-to-oil-boosting-demand-11634200084?mod=hp_lead_pos2,8,5,0,1,6,283,7,83,17,73,14,0,0,83,96,54,7,1981,723,585,236,0,127,660084,5,2019,0,1880,0,189,33,3712329,44,224942,142,126579,49,96,100,49
59,https://www.wsj.com/articles/us-inflation-consumer-price-index-september-2021-11634074529?mod=hp_lead_pos3,6,4,1,1,6,332,9,84,18,76,21,0,0,85,99,54,7,2340,1254,991,467,0,128,671097,5,2127,0,1935,0,189,34,4063497,44,177740,147,126579,46,96,100,48
60,https://www.wsj.com/articles/l-a-port-to-operate-around-the-clock-to-ease-cargo-logjams-white-house-says-11634115601?mod=hp_lead_pos4,7,4,1,1,6,334,9,81,18,74,23,0,0,86,98,54,7,2189,1012,774,464,0,123,674212,5,2148,0,2030,0,189,34,4065735,44,177276,147,126579,46,96,100,45
61,https://www.wsj.com/articles/johnson-johnson-covid-19-booster-shot-bolsters-immune-defense-fda-staff-say-11634137515?mod=hp_lead_pos6,10,5,0,1,6,343,9,90,18,81,23,0,0,87,99,55,7,2109,878,740,244,0,135,684422,5,2167,0,2061,0,194,34,4154812,44,194155,150,126579,45,96,100,41
62,https://www.wsj.com/articles/covid-19-vaccine-mandate-fight-between-texas-and-biden-has-companies-caught-in-the-middle-11634073605?mod=hp_lead_pos7,8,7,0,1,6,345,9,94,18,85,23,0,0,87,99,55,7,2371,997,755,253,0,137,688116,5,2176,0,2046,0,194,34,4287458,44,267615,150,126579,45,96,100,47
63,https://www.wsj.com/articles/gymnastics-stars-call-for-ouster-of-u-s-olympic-directors-11634160090?mod=hp_lead_pos12,12,2,0,1,6,341,9,91,18,83,21,0,0,87,96,55,7,2246,1112,689,539,0,136,682967,5,2156,0,1999,0,194,34,4171737,44,193629,148,126579,46,96,100,45
64,https://www.wsj.com/articles/effort-to-bar-tech-companies-from-self-preferencing-gains-traction-11634202000?mod=hp_lead_pos11,7,7,2,1,6,334,9,83,18,77,21,0,0,85,96,54,7,2375,1245,990,840,0,126,674008,5,2132,0,2002,0,189,34,4133122,44,178862,148,126579,46,96,100,47
65,https://www.wsj.com/articles/bow-arrow-attack-norway-kongsberg-11634159197?mod=hp_lead_pos13,6,3,0,1,6,283,7,82,17,73,14,0,0,83,93,54,7,1822,606,337,0,0,126,655815,5,2009,0,1822,0,189,33,3670302,44,170877,142,126579,50,97,100,49
66,https://www.wsj.com/articles/u-s-canada-borders-full-opening-in-november-spurs-travel-plans-11634164800?mod=hp_featst_pos4,7,3,0,1,6,336,9,87,18,80,23,0,0,85,99,54,7,2351,1073,935,482,0,129,674999,5,2148,0,1947,0,189,34,4117643,44,179282,148,126579,46,96,100,47
67,https://www.wsj.com/articles/jon-gruden-emails-dan-snyder-bruce-allen-11634167159?mod=hp_featst_pos5,6,6,2,1,6,287,7,87,17,77,16,0,0,83,95,54,7,2243,1114,976,826,0,129,662349,5,2035,0,1903,0,189,33,3721612,44,250986,142,126579,49,97,100,49
68,https://www.wsj.com/articles/netflix-employee-group-calls-for-walkout-amid-tensions-over-dave-chappelle-show-11634169211?mod=hp_featst_pos3,6,5,0,1,6,332,9,83,18,76,21,0,0,84,97,54,7,2503,1280,1142,824,0,127,673787,5,2247,1,2152,0,191,34,4473007,46,277849,155,126579,43,96,100,44
69,https://www.wsj.com/articles/apple-studying-potential-of-airpods-as-health-device-11634122800?mod=hp_lista_pos3,7,4,0,1,6,285,7,84,17,74,14,0,0,83,95,54,7,2037,888,630,480,0,127,660718,5,2019,0,1838,0,189,33,3653991,44,171009,142,126579,50,97,100,49
70,https://www.wsj.com/articles/jpmorgan-profit-jumps-on-reserve-release-11634123662?mod=hp_lista_pos2,8,7,0,1,6,283,7,85,17,73,14,0,0,83,96,54,7,1944,794,149,0,0,129,658613,5,2013,0,1815,0,189,33,3679099,44,171051,142,126579,50,97,100,49
71,https://www.wsj.com/articles/elizabeth-holmes-trial-retailers-vetted-theranos-without-testing-devices-11634164818?mod=hp_lista_pos1,12,3,1,1,6,332,9,83,18,76,21,0,0,85,98,54,7,2323,1176,911,608,0,127,674154,5,2135,0,2085,0,189,34,4047898,44,178469,147,126579,46,96,100,42
72,https://www.wsj.com/articles/australian-miner-places-2-billion-copper-bet-on-green-energy-transition-11634195429?mod=hp_lista_pos4,8,6,4,1,6,283,7,82,17,73,14,0,0,83,92,54,7,2413,1286,909,759,0,126,662359,5,1946,1,1902,0,189,33,3678783,44,172570,143,126579,51,97,100,49
73,https://www.thesun.co.uk/news/16413005/salt-bae-accused-of-deleting-reviews/,21,16,2,1,4,319,2,120,37,98,0,3,2,71,34,29,15,5532,2824,1644,451,3,91,192960,33,575,16,699,0,152,14,1335342,19,109565,99,0,86,99,100,82
74,https://www.thesun.co.uk/news/16388567/euromillions-results-lottery-lotto-uk-jackpot-draw-numbers-ticket/,39,43,4,1,4,389,4,143,36,135,1,3,2,77,34,34,15,11948,6942,2495,947,3,93,338293,96,881,0,846,0,160,16,1567353,22,121685,106,0,84,99,100,77
75,https://www.thesun.co.uk/fabulous/16405482/royal-family-latest-news-meghan-harry-queen-net-worth/,36,54,8,1,4,394,4,168,39,140,1,3,2,77,34,35,15,18369,13001,7351,1958,4,114,401608,129,1145,0,875,0,160,16,1542647,22,121111,106,0,84,99,100,81
76,https://www.thesun.co.uk/fabulous/16319730/meghan-markle-prince-harry-latest-news-net-worth-archie/,35,54,7,1,4,392,4,171,39,140,1,3,2,77,34,35,15,18131,12713,7195,1984,4,117,403304,127,1134,0,876,0,160,16,1317711,21,120207,105,0,84,99,100,82
77,https://www.thesun.co.uk/news/16414420/norway-bow-and-arrow-death-toll-kongsberg-terror-video/,30,37,3,1,4,391,4,136,37,140,1,3,2,77,34,35,15,12364,8035,3901,872,3,84,333196,91,839,0,777,0,160,16,1325431,21,120211,105,0,85,99,100,82
78,https://www.thesun.co.uk/tech/16416811/instagram-down-latest-login-app-not-working-snapchat-facebook/,46,62,5,1,4,395,5,167,36,139,1,3,2,78,34,37,15,11381,5374,1824,433,3,114,361406,100,932,3,892,0,160,16,1680101,24,156235,126,0,80,99,100,71
79,https://www.thesun.co.uk/tv/16393522/strictly-come-dancing-latest-robert-webb-katie-mcglynn/,103,50,6,1,4,388,4,170,36,133,1,3,2,77,34,35,15,14496,9562,4587,1937,4,118,361386,119,895,0,793,0,160,16,1319700,21,122263,106,0,84,99,100,82
80,https://www.thesun.co.uk/tv/16411710/im-a-celebrity-change-new-series/,26,11,1,1,4,355,3,123,43,109,0,3,2,72,34,30,15,4137,1287,627,464,3,84,225508,19,627,21,738,0,179,18,1328753,18,108910,104,0,84,99,100,82
81,https://www.thesun.co.uk/health/16415806/gps-name-and-shame-list-nhs/,39,26,11,1,5,321,2,115,35,91,0,3,2,71,34,29,15,7178,4074,1899,433,3,89,189634,44,559,16,701,0,152,14,1175173,18,108697,98,0,86,99,100,82
82,https://www.thesun.co.uk/health/16411985/online-calculator-predicts-risk-catching-incurable-stis-uk/,34,24,1,1,6,369,2,128,42,117,0,3,2,71,34,31,15,7070,3516,1641,0,4,87,238452,43,683,21,732,0,179,18,1286791,18,108696,102,0,84,99,100,82
83,https://www.thesun.co.uk/news/16413248/meghan-harry-know-zero-finance-new-banking-job/,29,21,2,1,4,353,2,125,42,112,0,3,2,71,34,29,15,5881,2620,1776,753,5,85,229774,27,640,21,734,0,178,18,1201504,18,123802,100,0,83,99,100,82
84,https://www.thesun.co.uk/sport/betting-tips/15530745/sun-bingo-welcome-offer-bonus-free-spins-join/,26,9,5,1,5,349,2,125,40,108,0,3,2,71,34,27,15,3977,889,609,446,5,86,223350,16,638,21,702,0,172,16,1650045,19,123345,101,0,84,99,100,82
85,https://www.theguardian.com/world/live/2021/nov/24/more-than-20-people-believed-to-have-died-after-refugee-boat-sinks-in-channel-latest-updates,59,59,27,1,4,268,3,252,10,241,20,6,1,23,146,25,4,17371,13498,10711,8564,1,236,939296,62,1536,21,354,0,229,147,1307059,10,91232,78,0,59,100,100,82
86,https://www.theguardian.com/world/2021/nov/24/german-parties-agree-coalition-deal-to-make-olaf-scholz-chancellor,19,17,10,1,3,147,3,150,3,56,3,14,0,39,36,25,6,8308,7625,7384,6692,1,65,257812,33,621,2,340,0,79,56,1034145,8,60301,65,0,69,100,100,84
87,https://www.theguardian.com/world/2021/nov/24/bosnia-and-surrounding-region-still-heading-for-crisis-says-top-official,7,13,5,1,3,164,3,153,4,54,3,14,0,41,36,25,6,6166,5410,4644,3972,2,64,259390,26,640,2,329,0,79,62,1059778,9,60532,69,0,69,100,100,84
88,https://www.theguardian.com/world/2021/nov/24/roman-abramovich-wins-first-round-of-libel-battle-over-putins-people-book,5,15,2,1,3,147,3,153,3,54,3,14,0,39,36,25,6,6771,6216,5197,4534,1,65,256829,31,622,2,317,0,79,56,1020040,8,59964,65,0,70,100,100,84
89,https://www.theguardian.com/world/2021/nov/24/amazon-gold-rush-madeira-river-environmentalists,2,14,7,1,3,156,3,157,5,56,3,14,0,41,36,25,6,5857,4899,3998,3338,1,70,266497,29,659,2,332,0,79,62,1131894,9,61944,71,0,66,100,100,84
90,https://www.theguardian.com/world/2021/nov/24/swedens-first-female-prime-minister-resigns-after-less-than-12-hours,3,10,3,1,3,149,4,144,3,52,3,13,0,43,36,25,6,5822,5415,4619,3172,1,60,251287,31,1036,11,749,0,174,61,1886106,15,60184,84,0,56,99,100,82
91,https://www.theguardian.com/politics/2021/nov/24/boris-johnson-accused-of-flouting-request-to-wear-mask-at-theatre,4,8,3,1,3,146,3,151,3,54,2,14,0,39,36,25,6,5455,4921,3953,3311,1,67,254525,25,612,2,318,0,79,56,1014056,8,59978,65,0,70,100,100,84
92,https://www.theguardian.com/uk-news/2021/nov/24/former-soldier-charged-murdering-couple-somerset-home,4,3,1,1,2,118,3,142,3,36,1,8,0,39,37,25,6,3351,2904,1959,461,1,60,250917,21,620,2,314,0,79,58,982917,8,57269,59,0,70,100,100,85
93,https://www.theguardian.com/world/2021/nov/24/belgian-court-awards-damages-to-couple-who-had-twins-after-ivf-mix-up,7,10,3,1,3,146,3,148,3,54,3,14,0,39,36,25,6,5509,5189,4455,4118,1,62,253085,25,608,2,324,0,79,56,1016092,8,60253,65,0,69,100,100,84
94,https://www.theguardian.com/us-news/2021/nov/24/ahmaud-arbery-murder-georgia-reaction,9,12,0,1,3,161,7,157,4,50,3,13,0,47,37,25,6,6873,6144,4958,3244,1,69,260774,37,1077,0,884,0,175,68,2534586,20,106637,105,0,52,99,100,73
95,https://www.theguardian.com/world/2021/nov/24/ahmaud-arbery-murder-trial-reveals-racism-us,7,13,8,1,7,153,4,164,4,59,3,14,0,43,36,25,6,8859,8052,6845,5294,1,77,268210,42,979,0,693,0,176,69,2037584,16,126682,83,0,58,99,100,82
96,https://www.espn.com/nba/story/_/id/32701015/the-ever-tinkering-boston-celtics-rocky-road-back-nba-finals-contention,49,71,34,18,8,682,8,510,71,584,80,35,2,57,43,33,3,27424,23380,17875,14293,37,220,557062,200,4556,0,4298,0,245,82,5030807,27,377400,134,0,28,36,70,47
97,https://www.espn.com/nba/story/_/id/32704342/luka-doncic-returns-triple-double-dallas-mavericks-fend-la-clippers-win-ot,43,54,27,16,7,555,5,459,64,469,51,28,1,52,42,33,2,21210,18278,14412,11578,40,192,487309,149,3894,0,3577,0,221,81,4129088,18,300593,116,0,37,38,70,58
98,https://www.espn.com/nba/story/_/id/32701112/golden-state-warriors-klay-thompson-participates-first-full-team-practice-acl-achilles-injuries,46,69,34,16,8,684,8,463,67,583,80,35,2,57,43,33,3,22778,19665,15961,14381,38,191,544270,152,4407,0,4236,0,245,82,4978234,29,377875,137,0,28,36,70,46
99,https://www.politico.eu/article/future-german-government-to-present-coalition-deal-this-afternoon/,67,8,6,1,6,187,6,241,10,70,11,12,2,49,33,25,2,9171,5022,3938,2717,0,174,223239,37,1038,17,699,0,199,2200,1497208,27,101021,76,25520,71,87,100,64
100,https://www.politico.eu/article/swedish-pm-magdalena-andersson-resigns-hours-after-taking-job/,54,10,3,1,6,179,6,227,10,74,11,12,2,48,33,24,2,6741,2966,1788,1164,0,159,213827,25,1004,17,678,0,199,2200,1544776,27,100831,78,25520,71,87,100,64
101,https://www.politico.eu/article/migrant-crisis-france-uk-calais-north-sea-channel-boris-johnson/,57,16,6,1,6,183,6,242,10,76,11,12,2,49,34,24,2,8816,4874,3212,2372,0,174,222343,35,1039,17,733,0,199,2200,1670786,28,101073,80,25520,69,87,100,60
102,https://www.politico.eu/article/austria-schallenberg-far-right-anti-vaxxers/,62,21,8,1,7,213,6,257,10,87,11,12,2,51,33,25,2,13153,8972,7542,4293,0,189,233986,47,1123,17,719,0,199,2200,1546504,28,100834,76,25520,71,87,100,64
103,https://www.politico.eu/article/ecb-union-seeks-bigger-pay-hike-in-face-of-inflation/,71,19,5,1,7,197,6,244,10,91,11,12,2,48,33,24,2,7232,3206,2064,1944,0,176,219579,25,1070,17,708,0,199,2200,1649731,27,101038,78,25520,71,87,100,64
104,https://www.politico.eu/article/flying-solo-technology-takes-aim-at-co-pilots/,70,35,13,1,7,216,6,246,10,89,11,12,2,52,33,25,2,13406,9261,7331,5813,0,178,232232,54,1128,17,754,0,199,2200,1564368,28,99982,78,25520,67,87,100,60
105,https://www.politico.eu/article/china-artificial-intelligence-ai-ban-social-scoring-united-nations-unesco-ethical-ai/,77,16,7,1,8,202,6,250,10,88,11,12,2,49,33,24,2,8330,4268,2996,2177,0,182,226428,31,1086,17,714,0,199,2200,1753128,28,103882,80,41488,69,87,100,64
106,https://www.politico.eu/article/motorcycles-european-comission-eu-germany-uk-zero-emission-engine/,63,24,12,1,7,217,6,265,10,91,11,12,2,51,33,25,2,12063,7968,5981,5100,0,197,236010,45,1137,17,708,0,199,2200,1497319,27,100348,76,25520,70,87,100,64
107,https://www.politico.eu/article/eu-dma-zalando-silicon-valley-european-tech-vestager/,89,28,6,1,7,209,6,262,10,88,11,12,2,50,33,25,2,11588,7662,6163,5362,0,195,235573,41,1118,17,690,0,199,2200,1724875,27,101043,75,25520,70,87,100,64
108,https://www.politico.eu/article/harvest-cap-eu-farm-reform/,83,46,15,1,7,219,6,263,10,90,11,12,2,51,33,25,2,13177,8712,7207,5624,0,195,238067,49,1141,17,733,0,199,2200,1799545,28,99982,88,35972,67,87,100,65
109,https://people.com/celebrity/star-tracks-wednesday-october-13-2021/,205,28,11,1,224,4003,3,1009,484,3023,356,11,2,69,36,40,5,38258,25459,13853,7161,6,876,2326459,216,13635,0,5544,2,164,135,21210098,103,354699,262,0,-122,59,100,-50
110,https://people.com/tv/howie-mandel-home-doing-better-after-fainting/,14,19,3,1,17,563,11,289,87,317,45,15,2,75,38,40,5,8037,5987,4264,3066,6,261,536357,27,2281,0,2733,2,182,142,91771521,114,348187,326,0,-378,59,100,-67
111,https://people.com/food/rachael-ray-says-shes-grateful-for-being-alive-after-house-fire-and-apartment-flood/,16,32,4,1,17,562,7,290,87,317,45,15,2,71,38,40,5,9260,6972,4840,3837,6,262,538385,29,2011,0,2132,2,164,136,45782799,69,280128,206,0,-144,84,100,30
112,https://people.com/tv/netflix-you-renewed-season-four/,27,20,2,1,17,512,9,290,79,316,47,12,2,63,36,40,4,7749,4925,4307,3976,6,261,453792,25,2469,0,2154,2,234,148,3639763,104,313503,255,0,23,83,100,-51
113,https://people.com/crime/larry-miller-chairman-of-jordan-brand-opens-up-about-killing-a-man-as-a-teenager/,9,32,2,1,16,499,3,281,78,310,44,11,2,67,36,40,4,8624,6662,4982,3368,6,253,475686,28,2077,1,1705,2,140,134,2848081,97,240787,239,0,32,59,100,-39
114,https://people.com/tv/emma-kenney-claims-shameless-set-became-a-more-positive-place-after-emmy-rossum-exit/,20,27,4,1,17,549,9,293,87,319,47,13,2,68,37,40,5,9571,7416,5137,4172,7,264,512566,30,2118,0,2148,2,169,135,53620225,103,286484,256,0,-193,71,100,-48
115,https://people.com/parents/matt-damon-says-he-knew-every-word-at-harry-styles-concert-with-daughters/,17,26,2,1,17,531,9,291,82,312,45,13,2,67,37,40,5,8361,6556,4236,3138,6,263,500774,27,2093,0,2589,2,166,135,19432841,71,283323,219,0,-51,-74,100,24
116,https://people.com/home/the-dark-history-behind-brittany-murphys-home-plus-what-happened-to-it-after-she-died-there/,23,36,10,1,17,621,7,301,101,316,52,15,2,69,38,40,5,11172,9141,7341,5486,6,273,539277,38,2284,0,2542,2,169,136,69569257,77,286346,234,0,-262,59,100,5
117,https://people.com/tv/rhobh-reunion-erika-girardi-says-show-is-her-main-source-of-income/,26,20,3,1,17,540,9,293,84,318,46,13,2,70,37,40,5,8172,6246,4568,3581,6,265,531682,29,2077,0,2021,2,169,135,33871968,69,283371,194,0,-91,71,100,33
118,https://people.com/tv/howie-mandel-rushed-to-hospital-after-fainting-report/,20,15,3,1,17,541,7,288,84,317,46,13,2,67,37,40,5,8236,5828,3914,2851,6,260,502424,28,2163,0,2168,2,201,444,40536303,75,294263,224,0,-127,71,100,23
119,https://people.com/country/clint-black-lisa-hartman-black-celebrate-30-year-wedding-anniversary/,20,44,7,1,17,571,9,298,95,325,47,11,2,66,36,40,4,12440,10004,7749,6600,6,267,504233,42,2982,0,2941,2,234,144,4912892,104,241792,287,0,5,-20,100,-48
120,https://people.com/tv/katie-couric-on-being-shocked-by-matt-lauer-behavior-seemed-so-callous/,30,41,6,1,17,611,6,315,104,338,50,13,2,68,37,40,5,12042,9421,7300,6119,7,283,540566,40,2389,0,2962,2,173,139,50511531,109,298401,286,0,-201,-59,100,-62
121,https://people.com/parents/me-becoming-mom-podcast-how-to-listen/,18,12,2,1,17,496,4,285,78,313,45,11,2,64,36,40,4,8071,6442,4342,4041,6,257,449851,23,1953,0,1894,2,135,134,3307453,70,254107,227,0,40,53,100,30
122,https://people.com/tech/apple-airpods-pro-early-holiday-2021-sale-amazon/,8,15,6,1,17,523,3,312,97,330,47,11,2,65,35,39,3,7700,5936,4299,4091,6,282,507749,21,1979,1,1709,2,133,134,2381739,87,231805,201,0,42,84,100,-25
123,https://people.com/sports/amazon-sports-fanshop-merchandise/,37,13,4,1,18,642,3,362,108,353,54,11,2,62,35,39,3,7550,5688,3960,3486,6,322,536244,26,2433,1,2399,3,137,134,2806592,93,240165,242,0,26,44,100,-31
124,https://people.com/parents/katharine-mcphee-takes-village-to-raise-baby-exclusive/,15,48,2,1,17,550,3,303,95,328,47,11,2,64,36,40,4,9325,7054,5445,4534,6,272,472892,28,2199,1,2247,2,138,134,3484139,100,245747,259,0,10,-27,100,-46
125,https://people.com/lifestyle/best-weekend-sales-8-october-2021/,12,18,5,1,23,770,3,363,129,362,43,11,2,63,35,39,3,8101,5857,4154,3298,6,327,527965,31,2434,0,2008,2,135,134,2523574,59,232204,174,0,36,-2,100,41
126,https://people.com/lifestyle/amazon-kn95-face-mask-deals-october-2021/,7,12,2,1,16,528,4,319,97,330,47,11,2,63,35,39,3,8216,6237,4618,4091,6,289,487103,23,2067,0,2117,2,135,134,2544282,61,232458,176,0,38,-2,100,43
127,https://people.com/lifestyle/philips-sonicare-electric-toothbrush-deal-amazon-october-2021/,14,24,3,1,16,523,3,306,95,328,46,11,2,65,35,39,3,9340,7468,5313,4681,6,276,504231,25,2070,1,2066,2,135,134,2603368,91,236147,224,0,25,-3,100,-20
128,https://people.com/lifestyle/evolvetogether-kn95-face-masks-restock/,9,10,3,1,16,527,3,312,96,331,48,11,2,62,35,39,3,7263,5435,3843,3538,6,282,479001,22,2053,0,1907,2,135,134,2600379,58,231998,174,0,37,-10,100,42
129,https://people.com/home/luxclub-bamboo-sheets-deal-early-holiday-sale-2021-amazon/,8,13,4,1,16,504,3,298,93,326,45,11,2,63,35,39,3,9149,7135,5712,4690,6,268,464763,19,1942,0,1669,2,135,134,2495123,58,231432,166,0,50,53,100,43
130,https://people.com/lifestyle/amazon-prime-member-deals-october-2021/,8,18,4,1,17,579,3,336,109,342,53,11,2,63,35,39,3,8624,6537,4500,3868,6,306,522793,27,2119,0,1700,2,133,134,2546437,57,230127,166,0,52,85,100,46
131,https://people.com/home/ynm-weighted-blanket-sale-amazon/,16,22,2,1,16,495,3,299,88,324,44,11,2,62,35,39,3,8625,6537,5520,4263,6,269,458573,20,1992,1,2386,2,135,134,2649046,95,234790,225,0,24,-3,100,-29
132,https://people.com/lifestyle/target-deal-days-sale-october-2021/,19,16,4,1,17,665,3,369,120,347,47,11,2,66,35,39,3,7977,6107,4039,3242,6,337,569424,24,2293,0,1862,2,135,134,2758829,59,232868,172,0,43,53,100,44
133,https://www.huffpost.com/entry/trump-election-2020-biden_n_61674e95e4b028316c91016d,19,8,6,1,16,468,9,171,34,25,14,2,1,83,47,10,18,6408,3608,3232,2574,0,113,423635,13,1382,0,1335,1,144,40,11244838,53,391327,204,184808,19,85,100,44
134,https://www.huffpost.com/entry/house-committee-subpoenas-trump-justice-department-ally-jeffrey-clark_n_61674d57e4b0f26084efdf01,14,9,3,1,16,482,9,167,35,25,14,2,1,85,46,10,18,6421,3465,2851,2216,0,109,425528,16,1399,0,1367,1,144,40,11152822,52,385829,196,184808,20,85,100,48
135,https://www.huffpost.com/entry/republican-trump-lost-billboard_n_6167d961e4b0fcd00f99e84b,20,7,5,1,15,462,12,169,31,25,14,2,1,87,46,10,18,5093,2435,1788,1085,0,111,421147,14,1381,0,1671,1,143,40,10883354,57,289744,233,184808,16,85,100,28
136,https://www.huffpost.com/entry/10000-john-deere-workers-go-on-strike_n_61671f4ce4b065a5496f1f23,25,15,8,1,15,451,2,161,29,43,14,2,1,75,38,6,13,7252,4776,4172,3462,0,104,375474,22,910,0,851,1,87,35,4219192,42,329122,146,184808,59,87,100,64
137,https://www.huffpost.com/entry/lauren-boebert-guns-norway_n_6167cd22e4b0f26084f0646a,16,1,3,1,16,496,24,167,34,25,14,2,1,95,47,10,18,3766,1134,785,616,0,109,440503,6,1522,0,2474,1,144,40,13630986,62,495190,320,369616,-27,85,100,7
138,https://www.huffpost.com/entry/washington-post-editorial-board-republicans-vaccine-mandates_n_6167e0eae4b065a54970178a,20,4,4,1,16,461,9,170,34,25,14,2,1,83,47,10,18,4292,1555,1338,818,0,112,424762,9,1367,0,1588,1,144,40,13710304,57,424442,235,369616,-11,85,100,41
139,https://www.huffpost.com/entry/ted-sarandos-netflix-dave-chappelle-defense_n_6167bc41e4b0d3f507c74320,15,16,3,1,16,396,11,159,31,24,14,2,1,85,46,10,17,4801,3026,2535,2366,0,101,411670,12,1368,0,1479,1,143,40,12603365,59,257637,229,184808,11,85,100,36
140,https://www.huffpost.com/entry/hollywood-workers-union-strike_n_61671443e4b0f26084ef8a58,14,11,6,1,15,440,3,159,28,33,14,2,1,75,38,6,13,5296,3009,2641,2278,0,102,373712,11,863,0,1461,1,123,37,6047349,55,414739,237,369616,33,86,100,29
