id;url;exclamation_count;words_to_avoid_count;smart_words_count;h1_count;h2_count;div_count;iframe_count;a_count;img_count;span_count;button_count;input_count;form_count;script_count;meta_count;link_count;style_count;text_longer_than_50_characters_count;text_longer_than_100_characters_count;text_longer_than_150_characters_count;text_longer_than_200_characters_count;http_references;https_references;total_code_length;p_count;ylt_DOMelementsCount;ylt_DOMelementMaxDepth;ylt_scriptDuration;ylt_jsErrors;ylt_cssColors;ylt_cssDuplicatedProperties;ylt_totalWeight;ylt_domains;ylt_compression;ylt_totalRequests;ylt_heavyFonts;ylt_global_score;ylt_badJavascript_score;ylt_jQuery_score;ylt_serverConfig_score;binary_rating;categorical_rating
130;https://people.com/lifestyle/amazon-prime-member-deals-october-2021/;10;9;2;1;17;579;3;336;109;342;53;11;2;63;35;39;3;6974;4471;1741;1016;6;306;522793;27;2119;0;1700;2;133;134;2546437;57;230127;166;0;52;85;100;46;1;3
131;https://people.com/home/ynm-weighted-blanket-sale-amazon/;10;3;0;1;16;495;3;299;88;324;44;11;2;62;35;39;3;7031;4554;2661;1411;6;269;458573;20;1992;1;2386;2;135;134;2649046;95;234790;225;0;24;-3;100;-29;1;3
132;https://people.com/lifestyle/target-deal-days-sale-october-2021/;10;11;2;1;17;665;3;369;120;347;47;11;2;66;35;39;3;6733;4233;1376;390;6;337;569424;24;2293;0;1862;2;135;134;2758829;59;232868;172;0;43;53;100;44;1;3
133;https://www.huffpost.com/entry/trump-election-2020-biden_n_61674e95e4b028316c91016d;4;1;5;1;16;468;9;171;34;25;14;2;1;83;47;10;18;6040;3221;2946;2288;0;113;423635;13;1382;0;1335;1;144;40;11244838;53;391327;204;184808;19;85;100;44;0;2
134;https://www.huffpost.com/entry/house-committee-subpoenas-trump-justice-department-ally-jeffrey-clark_n_61674d57e4b0f26084efdf01;4;2;2;1;16;482;9;167;35;25;14;2;1;85;46;10;18;6053;3078;2565;1930;0;109;425528;16;1399;0;1367;1;144;40;11152822;52;385829;196;184808;20;85;100;48;0;2
135;https://www.huffpost.com/entry/republican-trump-lost-billboard_n_6167d961e4b0fcd00f99e84b;8;3;4;1;15;462;12;169;31;25;14;2;1;87;46;10;18;4725;2048;1502;799;0;111;421147;14;1381;0;1671;1;143;40;10883354;57;289744;233;184808;16;85;100;28;0;2
136;https://www.huffpost.com/entry/10000-john-deere-workers-go-on-strike_n_61671f4ce4b065a5496f1f23;8;4;7;1;15;451;2;161;29;43;14;2;1;75;38;6;13;6088;3606;3225;2515;0;104;375474;22;910;0;851;1;87;35;4219192;42;329122;146;184808;59;87;100;64;0;2
137;https://www.huffpost.com/entry/lauren-boebert-guns-norway_n_6167cd22e4b0f26084f0646a;8;6;2;1;16;496;24;167;34;25;14;2;1;95;47;10;18;4960;1573;740;571;0;109;440503;6;1522;0;2474;1;144;40;13630986;62;495190;320;369616;-27;85;100;7;0;2
138;https://www.huffpost.com/entry/washington-post-editorial-board-republicans-vaccine-mandates_n_6167e0eae4b065a54970178a;9;1;3;1;16;461;9;170;34;25;14;2;1;83;47;10;18;3994;1168;1052;532;0;112;424762;9;1367;0;1588;1;144;40;13710304;57;424442;235;369616;-11;85;100;41;0;2
139;https://www.huffpost.com/entry/ted-sarandos-netflix-dave-chappelle-defense_n_6167bc41e4b0d3f507c74320;8;3;2;1;16;396;11;159;31;24;14;2;1;85;46;10;17;5288;2403;2013;1844;0;101;411670;12;1368;0;1479;1;143;40;12603365;59;257637;229;184808;11;85;100;36;0;2
140;https://www.huffpost.com/entry/hollywood-workers-union-strike_n_61671443e4b0f26084ef8a58;6;2;5;1;15;440;3;159;28;33;14;2;1;75;38;6;13;4948;2622;2355;1992;0;102;373712;11;863;0;1461;1;123;37;6047349;55;414739;237;369616;33;86;100;29;0;2
141;https://www.huffpost.com/entry/fox-news-early-war-on-christmas-biden_n_6167c1f2e4b065a5496fda24;5;4;4;1;15;497;25;170;31;25;14;2;1;97;46;10;18;5504;2080;1738;738;0;112;439190;12;1573;0;2607;1;144;40;15362360;62;481574;336;369616;-35;85;100;2;0;2
142;https://www.huffpost.com/entry/seth-meyers-tucker-carlson-fox-news-impression_n_6167d6aae4b0f26084f07384;5;1;1;1;16;469;10;167;34;24;14;2;1;86;47;10;17;4242;1507;984;330;0;109;423331;9;1798;0;1718;1;145;40;13466040;58;212376;224;184808;3;84;100;48;0;2
143;https://www.huffpost.com/entry/jimmy-kimmel-ted-cruz-halloween_n_6167b250e4b0f26084f03f20;2;1;1;1;15;436;4;164;28;25;14;2;1;77;37;6;13;3466;796;685;330;0;107;374442;7;1278;0;1488;1;89;35;5718535;56;221936;205;184808;44;85;100;49;0;2
144;https://www.huffpost.com/entry/chihuahua-airport-luggage_n_6167af62e4b0f3be08de935a;2;4;2;1;15;442;4;159;28;25;14;2;1;76;37;6;14;4126;1491;1240;912;0;102;372127;9;1018;0;1602;1;209;44;6331665;59;265617;275;369616;28;84;100;24;0;2
145;https://www.huffpost.com/entry/brad-parscale-jim-renacci-ohio_n_61661694e4b0f3be08dbf05b;8;13;14;1;15;464;2;178;29;85;14;2;1;76;36;6;14;8837;5483;3606;2574;0;121;392205;30;991;0;856;1;88;35;3956311;42;154483;147;184808;60;87;100;64;0;2
146;https://www.huffpost.com/entry/norway-bow-arrow-attack_n_616735f1e4b065a5496f46e1;4;2;1;1;14;435;3;148;28;24;14;2;1;76;36;6;13;5067;2783;2661;1774;0;91;363700;11;830;1;1424;1;123;37;6145240;55;412164;243;369616;33;86;100;26;0;2
147;https://www.huffpost.com/entry/white-house-offshore-wind-farms_n_6167846fe4b0f26084f0178b;4;5;6;1;16;471;6;170;33;26;14;2;1;78;37;6;14;6199;3243;2664;1958;0;113;388138;14;940;0;1527;1;123;37;6488640;60;303948;267;369616;29;86;100;7;0;2
148;https://www.huffpost.com/entry/lora-reinbold-covid-alaska_n_61678029e4b0fcd00f998069;14;1;2;1;16;443;3;169;28;29;14;2;1;75;37;6;14;4668;1965;1363;855;0;112;380271;13;880;0;1364;1;124;37;5912739;55;235627;241;369616;34;86;100;25;0;2
149;https://www.huffpost.com/entry/brian-laundrie-one-month-missing_n_6167289ee4b0d3f507c69cdc;1;5;4;1;16;503;9;178;36;25;14;2;1;85;46;10;17;6709;4463;3678;2625;0;120;435436;20;1444;0;1434;1;143;40;13585084;53;215066;204;184808;9;85;100;43;0;2
150;https://www.dailymail.co.uk/news/article-10089787/Leading-transport-firm-quits-Road-Haulage-Association-row-lorry-driver-crisis-escalates.html;208;61;32;1;3;437;7;549;729;910;13;5;1;78;81;49;23;65145;63407;42295;6025;1;51;1221376;30;3695;20;1183;1;455;140;2365798;21;63503;129;0;56;85;60;83;0;2
151;https://www.dailymail.co.uk/news/article-10089745/STEPHEN-GLOVER-potty-Europe-blame-supply-woes-Brexit.html;90;39;21;1;5;251;4;358;465;576;5;8;1;74;72;48;23;33474;32401;23153;3273;1;50;1037489;59;2512;20;973;1;436;137;2064581;23;57066;84;0;67;85;60;74;0;2
152;https://www.dailymail.co.uk/news/article-10090703/Spike-gas-prices-continue-winter-Jim-Ratcliffe-predicts.html;209;77;38;1;3;380;5;553;735;894;11;8;1;78;72;49;23;69450;67425;45608;7754;1;51;1219137;54;3602;20;1204;1;455;139;2315119;23;64644;130;0;56;85;60;74;0;2
153;https://www.dailymail.co.uk/news/article-10091177/Poll-finds-60-working-age-Brits-cut-spending-amid-cost-living-crisis.html;209;61;32;1;3;273;3;547;731;871;9;6;1;75;59;49;23;65615;64046;42591;5185;1;51;1182428;34;3302;14;1072;1;427;138;2010286;19;43057;119;0;65;86;60;83;0;2
154;https://www.dailymail.co.uk/news/article-10089119/Gas-price-crisis-claims-Pure-Planet-Colorado-Energy-cease-trading.html;211;65;35;1;3;545;9;555;734;935;15;7;1;80;90;49;23;69402;66979;44108;4981;1;51;1256980;62;3995;20;1285;1;455;141;2398933;21;64638;133;0;52;85;60;83;0;2
155;https://www.dailymail.co.uk/news/article-10090915/Rishi-Sunak-says-confident-gifts-tree-Christmas.html;10;55;24;1;1;766;6;247;125;221;9;47;0;80;81;48;22;32251;27996;18598;12199;0;53;1111700;214;2489;22;1065;1;436;138;2068722;23;59058;92;0;61;85;60;74;0;2
156;https://www.dailymail.co.uk/news/article-10091175/Priti-Patel-plans-grant-officers-immunity-Channel-migrants-drown-turnback-operation.html;210;71;41;1;3;466;7;560;733;916;13;7;1;80;81;49;23;74078;71934;48682;7942;1;51;1248079;81;3842;20;1290;1;455;140;2341777;21;64805;132;0;54;85;60;83;0;2
157;https://www.dailymail.co.uk/news/article-10091219/Sajid-Javid-apologises-governments-Covid-failures.html;209;62;39;1;3;379;5;554;734;892;11;8;1;78;72;49;23;68627;66569;44670;7175;1;51;1218392;45;3596;20;1153;1;455;139;2294189;21;64499;127;0;57;85;60;83;0;2
158;https://www.dailymail.co.uk/sciencetech/article-10091147/Three-network-crashes-UK.html;109;51;23;1;4;349;5;459;491;711;7;10;1;81;72;50;22;37044;34384;22654;1733;2;82;1096030;55;3020;0;1099;1;439;137;2478513;32;63240;138;0;54;85;60;69;0;2
159;https://www.dailymail.co.uk/femail/article-9978581/Starpowa-brave-women-share-health-stories.html;191;81;33;1;1;207;2;509;685;811;3;9;1;76;59;50;22;60557;58929;41274;4794;3;67;1140212;66;3262;16;982;1;411;136;1896650;20;40059;87;0;69;86;60;83;0;2
160;https://www.dailymail.co.uk/tvshowbiz/article-10091273/George-Clooney-60-looks-dapper-grey-suit-leads-glamorous-wife-Amal-43-hotel.html;6;13;10;1;9;682;10;194;73;194;12;21;0;77;99;49;22;9404;6945;4431;1908;0;73;999385;92;1979;20;1197;1;436;140;3306627;21;55511;105;0;57;84;60;81;0;2
161;https://www.dailymail.co.uk/tvshowbiz/article-10090333/Victoria-Beckham-finally-reveals-David-Beckham-wore-matching-outfits-lot-talk-show.html;4;29;3;1;4;249;2;168;50;99;2;13;0;71;59;49;22;7024;4849;2716;819;0;68;880850;78;953;20;730;1;408;136;3199218;19;34653;88;0;69;86;60;82;0;2
162;https://www.dailymail.co.uk/tvshowbiz/article-10090753/Beyonce-puts-busty-display-low-cut-halter-gown-stunning-snaps-posted-Instagram.html;211;85;36;1;8;740;9;608;794;965;12;23;1;86;90;52;23;69764;66201;41934;4981;0;77;1344356;88;4504;20;1542;1;458;141;3318704;22;66641;163;0;43;85;60;81;0;2
163;https://www.dailymail.co.uk/tvshowbiz/article-10090983/Ewan-McGregors-daughter-Clara-discusses-tranquiliser-addiction-mental-health-abortion-ordeal.html;208;78;39;1;3;447;5;580;808;948;8;17;1;77;72;52;23;71631;69404;46659;7728;0;59;1279192;64;3767;20;1219;1;458;139;2422330;22;64990;131;0;55;85;60;83;0;2
164;https://www.dailymail.co.uk/tvshowbiz/article-10090707/Leni-Klum-17-model-daughter-accompanies-dad-Seal-Harder-Fall-premiere-LA.html;20;8;6;1;8;581;8;186;71;168;8;19;0;76;90;49;22;6751;4466;2545;1199;0;73;971594;73;1723;20;1041;1;436;139;2818125;23;56120;107;0;61;85;60;72;0;2
165;https://www.dailymail.co.uk/news/article-10090871/Plumber-45-fears-lose-home-judge-ruled-Ring-camera-breached-neighbours-privacy.html;28;69;27;1;9;253;2;152;42;100;5;16;0;69;59;48;22;16345;15468;11481;7082;0;51;887568;98;986;17;656;1;408;136;1653594;21;33989;71;0;79;86;60;74;0;2
166;https://www.dailymail.co.uk/news/article-10091051/Norway-bow-arrow-attacker-convert-Islam.html;25;59;14;1;3;532;6;208;80;187;9;23;0;74;81;48;22;26396;21923;17645;10679;0;63;991037;162;1823;22;932;1;436;138;2035069;21;55669;93;0;66;85;60;83;0;2
