"id","url","h1_count","h2_count","div_count","iframe_count","a_count","img_count","span_count","button_count","input_count","form_count","script_count","meta_count","link_count","style_count","text_longer_than_100_characters_count","http_references","https_references","total_code_length","p_count"
"82","https://www.usmagazine.com/stylish/news/these-5-fits-will-give-you-an-instant-boost-of-confidence/","1","0","349","4","171","45","205","53","24","0","53","34","30","6","18","57","133","367892","84"
"83","https://www.usmagazine.com/stylish/news/kate-middleton-rewears-green-erdem-coat-at-generation-earthshot-event/","1","0","351","6","127","44","216","53","24","0","55","34","32","6","27","0","147","395826","47"
"84","https://www.usmagazine.com/stylish/pictures/olivia-wilde-is-absolutely-in-favor-of-freeing-the-nipple/","1","0","361","6","134","42","204","53","24","0","58","35","32","6","19","0","153","421576","49"
"85","https://www.usmagazine.com/stylish/pictures/brielle-biermanns-hottest-bikini-moments-pics/","1","0","360","5","126","41","195","53","24","0","56","35","31","6","23","0","144","440805","48"
"86","https://www.usmagazine.com/stylish/news/jamie-lee-curtis-honors-late-mom-in-psycho-costume-for-halloween-kills-premiere/","1","0","375","6","131","43","214","53","24","0","54","34","31","6","24","0","150","367212","51"
"87","https://www.thesun.co.uk/news/16413005/salt-bae-accused-of-deleting-reviews/","1","4","296","2","119","37","98","0","3","2","67","34","30","6","17","3","90","152107","33"
"88","https://www.thesun.co.uk/news/16388567/euromillions-results-lottery-lotto-uk-jackpot-draw-numbers-ticket/","1","4","368","4","163","41","136","1","3","2","74","34","35","6","70","3","112","356254","115"
"89","https://www.thesun.co.uk/fabulous/16405482/royal-family-latest-news-meghan-harry-queen-net-worth/","1","4","363","4","176","36","135","1","3","2","74","34","36","6","69","3","123","373190","136"
"90","https://www.thesun.co.uk/fabulous/16319730/meghan-markle-prince-harry-latest-news-net-worth-archie/","1","4","365","4","178","36","135","1","3","2","74","34","36","6","70","3","126","369583","138"
"91","https://www.thesun.co.uk/news/16414420/norway-bow-and-arrow-death-toll-kongsberg-terror-video/","1","4","370","4","136","38","141","1","3","2","74","34","36","6","52","3","83","292962","87"
"92","https://www.thesun.co.uk/tech/16416811/instagram-down-latest-login-app-not-working-snapchat-facebook/","1","5","354","6","147","33","128","1","3","2","75","34","38","6","41","3","101","276941","85"
"93","https://www.thesun.co.uk/tv/16393522/strictly-come-dancing-latest-robert-webb-katie-mcglynn/","1","4","367","4","175","39","135","1","3","2","74","34","35","6","71","3","119","358525","126"
"94","https://www.thesun.co.uk/tv/16411710/im-a-celebrity-change-new-series/","1","4","328","3","120","42","111","0","3","2","68","34","31","6","6","3","83","155258","19"
"95","https://www.thesun.co.uk/health/16415806/gps-name-and-shame-list-nhs/","1","5","298","2","114","35","91","0","3","2","67","34","30","6","28","3","88","147971","44"
"96","https://www.thesun.co.uk/health/16411985/online-calculator-predicts-risk-catching-incurable-stis-uk/","1","6","341","2","127","42","112","0","3","2","67","34","32","6","23","4","86","162413","43"
"97","https://www.thesun.co.uk/news/16413248/meghan-harry-know-zero-finance-new-banking-job/","1","4","331","2","124","42","113","0","3","2","67","34","30","6","15","5","84","160009","27"
"98","https://www.thesun.co.uk/sport/betting-tips/15530745/sun-bingo-welcome-offer-bonus-free-spins-join/","1","5","316","2","122","39","100","0","3","2","67","34","28","6","3","5","85","149501","16"
"99","https://www.dailymail.co.uk/news/article-10089787/Leading-transport-firm-quits-Road-Haulage-Association-row-lorry-driver-crisis-escalates.html","1","3","454","7","598","805","990","15","7","1","77","81","49","23","429","1","50","1254932","37"
"100","https://www.dailymail.co.uk/news/article-10089745/STEPHEN-GLOVER-potty-Europe-blame-supply-woes-Brexit.html","1","5","267","4","324","383","495","7","10","1","73","72","48","23","224","1","50","1003143","66"
"101","https://www.dailymail.co.uk/news/article-10090703/Spike-gas-prices-continue-winter-Jim-Ratcliffe-predicts.html","1","3","393","5","602","811","973","13","10","1","77","72","49","23","447","1","50","1251113","60"
"102","https://www.dailymail.co.uk/news/article-10091177/Poll-finds-60-working-age-Brits-cut-spending-amid-cost-living-crisis.html","1","3","290","3","596","807","951","11","8","1","74","59","49","23","434","1","50","1215477","41"
"103","https://www.dailymail.co.uk/news/article-10089119/Gas-price-crisis-claims-Pure-Planet-Colorado-Energy-cease-trading.html","1","3","562","9","604","810","1015","17","9","1","79","90","49","23","453","1","50","1289963","69"
"104","https://www.dailymail.co.uk/news/article-10090915/Rishi-Sunak-says-confident-gifts-tree-Christmas.html","1","3","784","9","645","861","1043","17","35","1","82","90","49","23","521","1","56","1404524","160"
"105","https://www.dailymail.co.uk/news/article-10091175/Priti-Patel-plans-grant-officers-immunity-Channel-migrants-drown-turnback-operation.html","1","3","483","7","609","809","996","15","9","1","79","81","49","23","475","1","50","1280963","88"
"106","https://www.dailymail.co.uk/news/article-10091219/Sajid-Javid-apologises-governments-Covid-failures.html","1","3","306","3","603","810","951","11","10","1","75","59","49","23","445","1","50","1228643","52"
"107","https://www.dailymail.co.uk/sciencetech/article-10091147/Three-network-crashes-UK.html","1","4","359","5","424","407","625","9","11","1","80","72","50","22","229","2","80","1057592","61"
